SMILES,DrugBank,Name,CAS,Predict_RF_ECFP_reg,Predict_RF_MACCS_reg,Predict_GCN_reg,Predict_GAT_reg,Predict_MPNN_reg,Predict_AttentiveFP_reg,Avg. Prediction,DrugBank,CTD,Pubmed
Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)(O)OP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)O2)c(=O)nc1[O-],DB03845,P1-(5'-Adenosyl)P5-(5'-(3'azido-3'-Deoxythymidyl))Pentaphosphate,,5.429055112,5.196286684,5.1646285,5.401518,5.3729486,7.328806,5.648873816,,,
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)NNC(=O)OCCSSC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)CC[C@H](NC(=O)c5ccc(NCc6c[nH]c7nc(N)nc(=O)c-7n6)cc5)C(=O)O)C(=O)O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,DB05168,Vintafolide,742092-03-1,4.666518022,5.658664156,6.043682,5.848244,5.3591495,6.299386,5.645940613,,,
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](SCCN(C)C)C(=O)N(C)[C@@H](CC(C)(C)O)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,DB12451,SCY-635,210759-10-7,4.936791992,5.429064885,5.3240857,6.255833,5.869385,6.012151,5.637885263,,,
CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1,DB13274,Micronomicin,52093-21-7,5.746667407,5.75412377,5.3696675,5.3904266,6.167306,5.3729663,5.633526263,,,
C/C=C/C=C/C1OC(O)(C(CC)C(O)=NC/C=C/C=C(\C)C(OC)C(C)C2OC(/C=C/C=C/C=C(C)/C(O)=C3/C(=O)C=CN(C)C3=O)C(O)C2O)C(O)C(OC2OC(C)C(OC3OC(C)C(OC)C(O)C3OC)C(OC)C2O)C1(C)C,DB11401,Efrotomycin,,4.825026006,5.252341734,5.6628156,4.8029594,5.810845,7.4456487,5.63327274,,,
C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4\[N-][C@H]([C@H](CC(N)=O)[C@@]4(C)CCC(=O)NC[C@H](C)OP(=O)([O-])O[C@@H]4[C@@H](CO)O[C@H](n5cnc6cc(C)c(C)cc65)[C@@H]4O)[C@]4(C)N=C1[C@@H](CCC(N)=O)[C@]4(C)CC(N)=O)[C@@H](CCC(N)=O)C3(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O.[Co+2],DB14098,Cobalamin,13408-78-1,5.346201009,5.632433283,5.8859186,5.9828725,4.401621,6.5461683,5.632535782,,,
O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2,DB11799,Bictegravir,1611493-60-7,5.75355669,5.262687858,5.6670284,6.008089,5.0489306,6.047965,5.631376258,,,
NC(CO/C(O)=N/CCNc1c(NCCCN2CCN(CCC/N=C(\O)c3cc(OC4OC(CO)C(O)C(O)C4O)cc([N+](=O)[O-])c3)CC2)c(=O)c1=O)CO/C(O)=N/CCNc1c(NCCCN2CCN(CCC/N=C(\O)c3cc(O[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)cc([N+](=O)[O-])c3)CC2)c(=O)c1=O,DB02903,"1,3-bis-([[3-(4-{3-[3-nitro-5-(galactopyranosyloxy)-benzoylamino]-propyl}-piperazin-1-yl)-propylamino-3,4-dioxo-cyclobutenyl]-amino-ethyl]-amino-carbonyloxy)-2-amino-propane",,4.839555378,5.511000161,5.016367,6.279973,5.899384,6.2280693,5.62905814,,,
NC(CO/C(O)=N/CCCOCCOCCOCCCNc1c(NCCCN2CCN(CCC/N=C(\O)c3cc(OC4OC(CO)C(O)C(O)C4O)cc([N+](=O)[O-])c3)CC2)c(=O)c1=O)CO/C(O)=N/CCCOCCOCCOCCCNc1c(NCCCN2CCN(CCC/N=C(\O)c3cc(O[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)cc([N+](=O)[O-])c3)CC2)c(=O)c1=O,DB02572,"1,3-bis-([3-[3-[3-(4-{3-[3-nitro-5-(galactopyranosyloxy)-benzoylamino]-propyl}-piperazin-1-yl)-propylamino-3,4-dioxo-cyclobutenyl]-amino-propoxy-ethoxy-ethoxy]-propyl-]amino-carbonyloxy)-2-amino-propane",,4.904323855,5.511000161,4.998679,6.329899,5.932182,6.0785785,5.625777086,,,
C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4\[N-]C([C@H](CC(N)=O)[C@@]4(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]4[C@@H](CO)O[C@H](n5cnc6cc(C)c(C)cc65)[C@@H]4O)[C@]4(C)N=C1[C@@H](CCC(N)=O)[C@]4(C)CC(N)=O)[C@@H](CCC(N)=O)C3(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O.[60Co+3].[C-]#N,DB09387,Cyanocobalamin Co-60,13422-53-2,5.346201009,5.632433283,5.871845,6.2523565,4.339168,6.306571,5.624762465,,,
Cc1ccc(O)c(C(=O)N[C@H]2CC[C@@H](NC(=O)c3cc(F)cnc3Oc3ccc(F)c(F)c3)CC2)c1,DB12837,UK-500001,582332-31-8,5.194014288,5.175586147,5.825245,5.6431007,6.04526,5.8651285,5.624722439,,,
C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,DB11751,Cabotegravir,1051375-10-0,5.662660311,5.281450165,5.5821953,5.615546,5.80504,5.772013,5.619817463,,,
C[C@H]1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,DB11443,Orbifloxacin,113617-63-3,4.895306429,4.844207619,5.8415227,6.1538334,6.1732903,5.773728,5.613648075,,,
O=C(O)COc1cc(F)ccc1C(=O)NCc1nc2c(F)c(F)cc(F)c2s1,DB02834,IDD552,,5.86919515,5.267477946,5.650334,5.93948,5.3608823,5.5806103,5.611329949,,,
CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(NCc3ccc(-c4ccc(Cl)cc4)cc3)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,DB04911,Oritavancin,171099-57-3,4.522587471,5.136530986,5.384007,6.0883064,5.231628,7.303038,5.61101631,,,
CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,DB01155,Gemifloxacin,175463-14-6,5.562134629,6.170533941,5.3911657,5.604207,5.5560946,5.377104,5.610206645,,,
CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ncccn5)CC4)ccc3C)c(F)c12,DB14950,BMS-929075,1217338-97-0,5.309496357,5.044683882,6.2547684,5.325536,6.693747,5.025505,5.608956106,,,
CCN(CC)CCn1c(Cc2ccc(Cl)cc2)nc2cc([N+](=O)[O-])ccc21,DB01523,Clonitazene,3861-76-5,5.098356564,5.246576251,6.1063733,5.426308,6.0400877,5.734466,5.608694636,,,
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c1,DB15583,Fluazuron,86811-58-7,5.074154147,4.942557905,4.890122,5.5551434,6.906673,6.276619,5.607544909,,,
CN1CCN(C(=O)[C@H](CCCN[C@@H]2C[C@H]2c2ccc(F)cc2)NC(=O)c2ccc(-n3ccnn3)cc2)CC1,DB15126,IMG-7289,1990504-34-1,4.924792909,6.11881309,5.396557,5.6220827,6.3859825,5.1719074,5.603355933,,,
CN1CCN(C(=O)[C@H](CCCN[C@@H]2C[C@H]2c2ccc(F)cc2)NC(=O)c2ccc(-n3ccnn3)cc2)CC1,DB17234,Bomedemstat,1990504-34-1,4.924792909,6.11881309,5.396557,5.6220827,6.3859825,5.1719074,5.603355933,,,
CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)NCC(=O)NCC(=O)O)C(C)C)C(=O)O,DB15194,Cotadutide,1686108-82-6,4.871674663,5.366866236,5.1296725,5.70471,5.4771967,7.0546002,5.600786717,,,
CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC12CNC2,DB12479,Zabofloxacin,219680-11-2,5.402482921,5.964301145,5.590719,5.775543,5.276553,5.581473,5.598512011,,,
Cc1c(C(=O)Nc2ccc(N3C[C@H](C)O[C@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,DB09143,Sonidegib,956697-53-3,5.313189239,5.304141409,5.572176,5.6199183,6.1169963,5.6059465,5.588727958,,,
CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C(C)=O)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O,DB04977,Plitidepsin,137219-37-5,5.371867981,5.272932907,5.2266164,5.8184133,5.4924803,6.3471384,5.588241548,,,
CCCCC(CC)COC(=O)c1ccc(Nc2nc(Nc3ccc(C(=O)NC(C)(C)C)cc3)nc(Nc3ccc(C(=O)OCC(CC)CCCC)cc3)n2)cc1,DB15468,Iscotrizinol,154702-15-5,5.482011481,5.209013193,4.906742,6.512845,5.477566,5.9387856,5.587827212,,,
Cc1nn(C)cc1S(=O)(=O)NC(=O)c1ccc(-n2ccc(OCC(C)(C)C(F)(F)F)n2)nc1N1C[C@@H](C)CC1(C)C,DB15444,Elexacaftor,2216712-66-0,5.48667699,5.261704816,5.7457323,5.8539248,5.377233,5.798267,5.587256484,,,
C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N21,DB08930,Dolutegravir,1051375-16-6,5.707962061,5.028742981,5.583773,5.625188,5.789368,5.7741823,5.58486939,,,
O=C(N[C@@H]1CC[C@@H](c2cccc(F)c2F)CN(CC(F)(F)F)C1=O)N1CCC(n2c(=O)[nH]c3ncccc32)CC1,DB12228,Telcagepant,781649-09-0,4.934271616,5.230966542,5.8357615,5.621046,5.9783216,5.892771,5.58218971,,,
CC1(C)OB(O)c2cc(NC(=O)c3ccc(F)cc3C(F)(F)F)ccc21,DB13086,Acoziborole,1266084-51-8,5.232521268,5.275508127,6.081205,5.6731796,5.6116505,5.5959396,5.578334016,,,
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,DB01082,Streptomycin,57-92-1,5.581847496,5.656151416,5.0083694,5.5218544,5.7590857,5.902699,5.571667902,,,
CCOc1ccc(Cc2nc3cc([N+](=O)[O-])ccc3n2CCN(CC)CC)cc1,DB01462,Etonitazene,911-65-9,5.175852222,5.157417931,6.031851,5.2476974,6.0711045,5.7450175,5.571490092,,,
COc1cc(NC(=O)CCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,DB12526,Batefenterol,743461-65-6,4.872189088,5.31136119,5.586159,6.331216,5.5760055,5.7319074,5.568139696,,,
O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,DB01656,Roflumilast,162401-32-3,5.44889859,4.952356235,5.272725,5.873673,6.0402837,5.806996,5.565822087,,,
O=CN(CC(O)CN(C=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,DB12439,Ioforminol,1095110-48-7,5.29397053,5.323994474,5.0093155,5.9815736,5.0330143,6.743228,5.564182734,,,
CN(C(=O)CC(=O)N(C)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I,DB09487,Iotrolan,79770-24-4,4.882776399,5.258250216,5.3271337,6.255559,5.024977,6.6147904,5.560581119,,,
N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12,DB00685,Trovafloxacin,147059-72-1,5.213233692,4.922079545,5.4774804,6.202916,5.622978,5.9229755,5.560277189,,,
CC(C)(C)[C@@H]1NC(=O)O[C@@H]2CCC[C@H]2OC/C=C/C(F)(F)c2nc3ccccc3nc2O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4(C)CC4)C[C@H]3C(F)F)N(C2)C1=O,DB13879,Glecaprevir,1365970-03-1,5.789834405,5.002680983,5.3789,5.837492,5.3736672,5.978403,5.560162931,,,
CN1CCc2nc(C(=O)N[C@@H]3CCCC[C@@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,DB07629,"N-((1R,2S)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE",,5.566236121,5.153795006,5.673034,5.921972,5.109206,5.928402,5.558774188,,,
CN1CCc2nc(C(=O)N[C@@H]3CCCC[C@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,DB07630,"N-((1R,2R)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE",,5.566236121,5.153795006,5.673034,5.921972,5.109206,5.928402,5.558774188,,,
CC1=C2[N+]3=C(C=C4[N+]5=C(C(C)=C6N7[C@@H]8[C@H](CC(N)=O)[C@@]6(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]6[C@@H](CO)O[C@@H]([C@@H]6O)n6c[n+](c9cc(C)c(C)cc96)[Co-3]753(C[C@H]3O[C@@H](n5cnc6c(N)ncnc65)[C@H](O)[C@@H]3O)[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]83C)[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,DB11191,Cobamamide,13870-90-1,5.119631251,5.761590209,5.2920876,5.794436,4.372727,7.011745,5.558702843,,,
CC[C@H](C)[C@H](N=C(O)[C@H](Cc1ccc(O)cc1)N=C(O)[C@H](CCCNC(=N)N)N=C(O)[C@H](CCCNC(=N)N)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](CC(=O)O)N=C(O)[C@H](C)N=C(O)[C@H](C)N=C(O)[C@H](Cc1ccc(O)cc1)N=C(O)[C@H](CCC(=N)O)N=C(O)[C@H](C)N=C(O)[C@H](CCSC)N=C(O)[C@H](CCC(=N)O)N=C(O)[C@H](CCC(=O)O)N=C(O)[C@@H]1CCCN1C(=O)[C@@H](N=C(O)[C@H](C)N=C(O)[C@H](CC(=N)O)N=C(O)[C@H](CC(=O)O)N=C(O)CN=C(O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(O)cc1)N=C(O)[C@@H](N=C(O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)N=C(O)[C@H](CC(C)C)N=C(O)[C@@H]1CCCN1C(=O)[C@H](C)N)C(C)C)[C@@H](C)O)C(O)=N[C@@H](CC(=N)O)C(O)=N[C@@H](CCSC)C(O)=N[C@@H](CC(C)C)C(O)=N[C@H](C(O)=N[C@@H](CCCNC(=N)N)C(O)=N[C@@H](CCC(=N)O)C(O)=N[C@@H](CCCNC(=N)N)C(O)=N[C@@H](Cc1ccc(O)cc1)C(=N)O)[C@@H](C)O,DB05045,Obinepitide,348119-84-6,4.756406909,5.499678931,4.4158406,8.188756,5.5291343,4.9528046,5.557103557,,,
CC(=O)N[C@@H]1C[C@H](NC(C)(C)C)CC[C@@H]1N1CC[C@H](Nc2ncnc3cc(C(C)(C)C)nn23)C1=O,DB16240,BMS-813160,1286279-29-5,5.300366097,4.821211139,5.423828,5.940904,6.3534393,5.4858685,5.554269506,,,
CNCCCOc1cc(F)c(-c2c(Cl)nc3ncnn3c2N[C@@H](C)C(F)(F)F)c(F)c1,DB12533,Cevipabulin,849550-05-6,4.999623777,4.922251029,5.8569474,6.137744,5.4806457,5.9218917,5.553183934,,,
CCc1nc(C2CC2)c(C(N)=O)n1Cc1ccc2oc(-c3ccccc3NS(=O)(=O)C(F)(F)F)c(Br)c2c1,DB01347,Saprisartan,146623-69-0,5.21167121,5.547620498,6.302676,6.021515,4.6615443,5.5719547,5.552830285,,,
CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,DB09313,Ioxaglic acid,59017-64-0,4.750283283,4.993854956,5.0277314,6.1377115,5.937132,6.4599957,5.55111814,,,
CO[C@H]1[C@H](OC(=O)c2ccc(C)[nH]2)[C@H](O)[C@@H](Oc2ccc3c(O)c(NC(=O)c4c[nH]c(C(=O)Nc5c(O)c6ccc(O[C@H]7OC(C)(C)[C@@H](OC)[C@H](OC(=O)c8ccc(C)[nH]8)[C@@H]7O)c(C)c6oc5=O)c4C)c(=O)oc3c2C)OC1(C)C,DB13912,Coumermycin A1,4434/5/3,5.407676939,5.798091934,5.697241,5.781569,5.287548,5.3240914,5.549369712,,,
O=C(NCCCN1CCN(CCCNc2c(NCCCN3CCN(CCCNC(=O)c4cc(O[C@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)cc([N+](=O)[O-])c4)CC3)c(=O)c2=O)CC1)c1cc(OC2OC(CO)C(O)C(O)C2O)cc([N+](=O)[O-])c1,DB04210,"3-(alpha-D-galactopyranosyloxy)-N-(3-{4-[3-({2-[(3-{4-[3-({[3-(hexopyranosyloxy)-5-nitrophenyl]carbonyl}amino)propyl]piperazin-1-yl}propyl)amino]-3,4-dioxocyclobut-1-en-1-yl}amino)propyl]piperazin-1-yl}propyl)-5-nitrobenzamide",,5.28988939,5.618151137,4.54242,6.0308037,5.8954134,5.8972073,5.545647488,,,
O=C(CN1C[C@H](F)[C@@H](NC(=O)c2ccc(Cl)s2)C1)Nc1ccc(-n2ccccc2=O)cc1F,DB08143,"5-CHLORO-THIOPHENE-2-CARBOXYLIC ACID ((3S,4S)-4-FLUORO- 1-{[2-FLUORO-4-(2-OXO-2H-PYRIDIN-1-YL)-PHENYLCARBAMOYL]-METHYL}-PYRROLIDIN-3-YL)-AMIDE",,5.208563337,5.041580538,5.71894,5.4477057,6.4380193,5.4045553,5.543227363,,,
Cc1c(S(C)(=O)=O)c(-c2cc(F)cc(N3CCN(c4ccc(NS(=O)(=O)c5ccc(N[C@H](CCN6CCC(C(=O)OCCCP(=O)(O)O)CC6)CSc6ccccc6)c(S(=O)(=O)C(F)(F)F)c5)cc4)CC3)c2)c(-c2ccc(Cl)cc2)n1C(C)C,DB16285,Pelcitoclax,1619923-36-2,5.219731292,5.507765731,5.14327,6.5052896,4.7189045,6.147524,5.540414187,,,
COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5[nH]c([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc2-3)c[nH]1)C(C)C,DB09027,Ledipasvir,1256388-51-8,5.175680733,4.754915106,5.747538,5.9186387,5.6021256,6.043306,5.540367356,,,
CC(C)C[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O,DB11332,Sinapultide,138531-07-4,4.591721062,4.804490003,5.260305,5.855368,5.7772098,6.9518523,5.540157694,,,
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,DB13068,9-(N-methyl-L-isoleucine)-cyclosporin A,143205-42-9,4.995754387,5.020208576,5.2998767,6.107571,5.966847,5.8431997,5.53890956,,,
CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)[C@H](CS[C@@H]3CN4CCC3CC4)CN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O,DB01369,Quinupristin,120138-50-3,5.3392297,5.289961409,6.065375,5.7578764,5.4205337,5.35867,5.538607701,,,
CC[C@H]1[C@@H](C(=O)N[C@]2(C(=O)NS(=O)(=O)C3(C)CC3)C[C@H]2C(F)F)N2C[C@@H]1Oc1nc3cc(OC)ccc3nc1C(F)(F)CCCC[C@@H]1C[C@H]1OC(=O)N[C@@H](C(C)(C)C)C2=O,DB12026,Voxilaprevir,1535212-07-7,5.173730219,5.061963371,5.527725,5.6793118,6.015192,5.754982,5.535484065,,,
CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,DB15091,Upadacitinib,1310726-60-3,4.886743137,5.637095352,4.9963994,5.8972697,6.3185244,5.4641924,5.533370731,,,
Cc1nc(NNC(=O)[C@H](CC2CCCC2)CN(O)C=O)c(F)c(N2CCN3CCOC[C@@H]3C2)n1,DB11912,Lanopepden,1152107-25-9,5.472781028,5.412013362,5.580179,5.596636,5.678072,5.460257,5.533323065,,,
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,DB00661,Verapamil,52-53-9,5.667689531,5.667689531,5.7457886,5.4752064,5.6939206,4.948388,5.533113777,,,
COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,DB14063,Dexverapamil,38321-02-7,5.667689531,5.667689531,5.7457886,5.4752064,5.6939206,4.948388,5.533113777,,,
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F,DB15006,Flufenoxuron,101463-69-8,4.914360324,4.620357247,4.949526,5.1925445,7.350536,6.168832,5.532692679,,,
NC[C@H]1OB(O)c2c(OCCCO)cccc21,DB11744,Epetraborole,1093643-37-8,5.723232367,4.954750849,6.13171,5.19256,6.7046404,4.489111,5.532667436,,,
CCOC(=O)C1=C(c2ccc(-n3c(C)nc4cnccc43)cc2)NC(C)=C(C(=O)Nc2ccccn2)[C@H]1c1ccccc1Cl,DB16237,Modipafant,122957-06-6,5.151184472,5.521886452,5.7085814,6.0517855,5.3307014,5.4192977,5.530572821,,,
Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(=O)NCc1ccc(OC(C)(C)C(=O)O)cc1,DB07215,GW-590735,343321-96-0,6.189027043,5.64584288,5.309186,5.678766,4.868563,5.491994,5.530563154,,,
C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4/[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@](C)([C@@H]5N=C1[C@](C)(CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]1[C@@H](CO)O[C@H](n6cnc7cc(C)c(C)cc76)[C@@H]1O)[C@H]5CC(N)=O)N4[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O,DB00115,Cyanocobalamin,68-19-9,5.429309374,5.638993081,5.7962017,5.665079,4.349465,6.294718,5.528961026,,,
O=C(O)COc1cc(Cl)ccc1C(=O)NCc1ccc(Br)cc1F,DB07028,(2-{[(4-BROMO-2-FLUOROBENZYL)AMINO]CARBONYL}-5-CHLOROPHENOXY)ACETIC ACID,,5.754607554,5.084062288,5.6185384,6.045532,5.2304425,5.4333067,5.52774824,,,
C=C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,DB11693,Voclosporin,515814-01-4,4.999487224,5.038665224,5.546272,6.100861,5.9134145,5.565941,5.527440158,,,
